ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status
8373,0.0,207,360,0,Female,Yes,2,Graduate,No,Semiurban,N
6102,3387.0,269,360,1,Female,Yes,1,Graduate,No,Rural,Y
4492,0.0,183,180,0,Female,No,1,Graduate,No,Urban,N
12202,0.0,166,180,1,Male,No,0,Not Graduate,No,Rural,Y
10345,0.0,128,180,0,Male,Yes,0,Not Graduate,No,Urban,Y
6160,0.0,71,360,1,Male,Yes,2,Graduate,Yes,Urban,Y
6631,0.0,246,480,1,Male,Yes,1,Graduate,No,Urban,Y
5406,0.0,156,360,1,Male,Yes,0,Graduate,No,Urban,Y
3108,3762.0,366,360,1,Female,No,2,Graduate,No,Semiurban,Y
5799,2688.0,146,480,1,Male,Yes,0,Graduate,No,Semiurban,Y
7366,2732.0,170,120,1,Male,No,0,Graduate,No,Urban,Y
4815,1845.0,156,360,1,Male,Yes,0,Graduate,No,Urban,Y
5299,5346.0,119,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
5281,3756.0,233,360,1,Male,Yes,2,Graduate,No,Rural,Y
6310,0.0,109,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
5492,5606.0,154,180,1,Female,No,0,Graduate,No,Semiurban,Y
4294,5655.0,121,360,0,Female,Yes,1,Graduate,Yes,Urban,Y
6301,0.0,144,360,0,Female,Yes,0,Graduate,No,Rural,N
7208,0.0,190,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
6535,0.0,342,180,1,Female,No,0,Graduate,No,Semiurban,Y
3040,2795.0,242,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
7771,0.0,184,480,1,Male,Yes,2,Graduate,No,Semiurban,Y
3858,2901.0,184,180,1,Male,Yes,1,Graduate,No,Urban,Y
7158,4289.0,85,360,0,Female,Yes,2,Graduate,No,Semiurban,N
7288,6926.0,265,360,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
3408,2678.0,205,360,1,Female,Yes,0,Graduate,No,Urban,Y
8584,2146.0,212,360,1,Female,Yes,0,Not Graduate,Yes,Urban,Y
12143,0.0,71,240,1,Male,No,2,Graduate,No,Urban,Y
5360,1960.0,177,360,1,Female,No,3+,Graduate,No,Urban,Y
7159,0.0,121,240,1,Male,Yes,0,Graduate,No,Urban,Y
5014,0.0,164,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
3841,1652.0,147,360,1,Female,Yes,1,Not Graduate,No,Urban,Y
8940,4105.0,182,360,1,Male,Yes,0,Graduate,No,Rural,Y
7233,2293.0,169,180,0,Male,Yes,0,Not Graduate,No,Rural,Y
4597,2440.0,110,360,1,Female,No,0,Graduate,No,Urban,Y
3897,3299.0,208,360,1,Male,Yes,1,Not Graduate,Yes,Semiurban,Y
12451,2357.0,129,360,1,Male,No,0,Graduate,No,Rural,Y
3575,2529.0,210,360,1,Male,No,0,Not Graduate,No,Urban,Y
7654,1765.0,122,360,1,Female,Yes,3+,Not Graduate,No,Urban,Y
6445,2306.0,132,240,1,Female,No,1,Not Graduate,No,Urban,Y
8198,0.0,157,360,1,Female,Yes,2,Not Graduate,No,Semiurban,Y
10939,3703.0,162,360,1,Female,No,1,Graduate,No,Urban,Y
2494,0.0,155,360,1,Male,Yes,1,Not Graduate,No,Semiurban,N
4046,1951.0,120,360,1,Female,Yes,0,Graduate,No,Urban,Y
5728,0.0,357,180,0,Female,Yes,0,Graduate,No,Rural,N
11334,1390.0,128,180,1,Female,Yes,2,Graduate,No,Rural,Y
5097,0.0,112,180,1,Female,Yes,3+,Graduate,No,Semiurban,Y
4734,6136.0,109,180,1,Male,Yes,2,Graduate,No,Urban,Y
2743,3959.0,122,360,1,Male,Yes,3+,Not Graduate,No,Semiurban,Y
4566,0.0,101,480,1,Female,No,0,Graduate,No,Semiurban,Y
7543,2974.0,190,360,0,Male,Yes,0,Not Graduate,No,Rural,N
5742,1384.0,131,180,1,Male,Yes,2,Graduate,No,Urban,Y
4525,0.0,182,360,1,Male,No,0,Graduate,No,Rural,Y
12524,3497.0,127,360,1,Female,Yes,2,Graduate,No,Rural,Y
5349,0.0,188,360,1,Female,No,2,Graduate,No,Urban,Y
6309,0.0,275,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4424,0.0,107,360,1,Male,Yes,2,Not Graduate,No,Semiurban,Y
3831,2783.0,242,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
7968,0.0,240,360,0,Female,Yes,0,Not Graduate,No,Urban,N
3212,2029.0,206,180,1,Male,No,2,Not Graduate,No,Urban,Y
7273,0.0,124,360,0,Male,Yes,0,Graduate,No,Urban,N
2350,2234.0,91,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6848,8228.0,114,180,1,Female,No,3+,Graduate,No,Urban,Y
3960,1520.0,253,360,1,Male,Yes,1,Not Graduate,No,Rural,Y
4249,3806.0,234,360,1,Female,Yes,0,Graduate,No,Urban,Y
5366,6092.0,145,480,0,Male,Yes,2,Graduate,No,Semiurban,N
3731,0.0,188,360,1,Male,Yes,2,Graduate,No,Urban,Y
2980,0.0,218,360,1,Male,Yes,0,Graduate,No,Urban,Y
5578,2734.0,171,360,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
8142,7760.0,102,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
6580,0.0,150,360,1,Female,Yes,2,Graduate,Yes,Rural,Y
9410,3265.0,128,360,1,Male,Yes,1,Graduate,No,Rural,Y
3080,3745.0,141,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
5112,4597.0,174,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
6084,1749.0,160,360,1,Female,No,1,Graduate,No,Rural,Y
4250,0.0,93,360,1,Female,Yes,0,Graduate,Yes,Rural,Y
6191,1832.0,276,360,1,Male,Yes,1,Graduate,No,Urban,Y
9183,0.0,118,360,1,Female,Yes,1,Graduate,No,Urban,Y
7361,2676.0,121,180,1,Male,No,0,Graduate,No,Urban,Y
9764,1502.0,96,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
6734,0.0,203,360,1,Female,No,1,Not Graduate,No,Rural,N
5755,2380.0,100,360,0,Female,Yes,2,Graduate,No,Rural,N
10995,2912.0,155,360,1,Female,Yes,2,Not Graduate,No,Rural,Y
6292,3486.0,223,360,1,Male,Yes,0,Graduate,No,Rural,Y
12090,5445.0,451,360,1,Male,No,0,Graduate,No,Urban,Y
8668,0.0,189,360,1,Male,No,2,Not Graduate,No,Urban,Y
4589,0.0,171,360,1,Female,Yes,1,Graduate,No,Urban,Y
5528,0.0,331,180,1,Male,Yes,0,Graduate,No,Semiurban,Y
10951,0.0,133,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
9412,2397.0,251,360,1,Male,No,0,Not Graduate,No,Rural,Y
8089,4189.0,144,360,1,Male,No,1,Graduate,No,Urban,Y
7715,2781.0,438,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
3616,2015.0,289,360,1,Male,Yes,1,Graduate,No,Rural,Y
3890,3507.0,120,240,1,Female,Yes,0,Graduate,No,Urban,Y
6599,5541.0,225,360,1,Male,Yes,1,Not Graduate,No,Urban,Y
4281,0.0,144,360,1,Male,No,0,Graduate,No,Urban,Y
5383,4681.0,196,360,1,Female,No,0,Graduate,No,Rural,Y
5235,0.0,193,360,0,Male,Yes,0,Graduate,No,Urban,N
7551,0.0,73,360,1,Male,Yes,0,Graduate,No,Rural,Y
6705,1275.0,227,180,1,Male,Yes,3+,Not Graduate,No,Rural,Y
9092,0.0,91,360,0,Female,Yes,0,Graduate,No,Urban,N
6757,3815.0,208,360,1,Male,No,0,Graduate,No,Rural,Y
6547,0.0,204,360,0,Male,No,2,Graduate,No,Urban,N
5998,0.0,194,240,1,Male,No,0,Not Graduate,Yes,Semiurban,N
9705,1392.0,170,360,1,Male,No,2,Graduate,No,Semiurban,Y
6024,2576.0,207,360,1,Male,No,2,Graduate,No,Rural,Y
4539,1353.0,188,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
7874,4066.0,107,360,1,Female,No,0,Graduate,No,Rural,Y
5731,0.0,131,240,1,Male,Yes,1,Graduate,No,Semiurban,Y
8622,1932.0,133,360,1,Female,Yes,2,Graduate,No,Rural,Y
10167,3687.0,112,360,1,Male,No,0,Graduate,No,Semiurban,Y
5533,0.0,236,360,1,Male,Yes,2,Not Graduate,Yes,Rural,Y
10005,2770.0,149,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
8719,1831.0,136,360,1,Male,No,1,Graduate,No,Urban,Y
4831,4557.0,167,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
4310,0.0,69,240,1,Male,No,0,Graduate,Yes,Semiurban,Y
4185,0.0,159,180,0,Male,No,1,Not Graduate,Yes,Semiurban,N
3859,0.0,213,180,0,Female,Yes,0,Graduate,No,Semiurban,N
9572,0.0,147,180,1,Female,Yes,0,Not Graduate,No,Urban,Y
5564,4570.0,111,360,0,Male,Yes,1,Graduate,No,Urban,Y
11712,1159.0,119,360,0,Male,No,1,Not Graduate,No,Semiurban,N
4616,0.0,199,180,0,Male,No,2,Graduate,No,Urban,N
4938,0.0,176,360,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
7400,1740.0,125,360,1,Male,No,0,Graduate,No,Semiurban,Y
11433,2572.0,223,180,0,Male,Yes,1,Graduate,No,Urban,Y
4857,0.0,355,240,1,Male,No,0,Not Graduate,No,Rural,N
8293,4900.0,195,360,1,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
6015,3069.0,149,360,1,Male,Yes,1,Graduate,No,Rural,Y
7437,5036.0,57,360,1,Female,No,1,Not Graduate,No,Urban,Y
4397,2511.0,207,360,1,Male,Yes,1,Not Graduate,No,Rural,Y
7926,4342.0,177,180,0,Male,Yes,1,Graduate,No,Urban,N
5391,0.0,142,360,0,Male,Yes,0,Not Graduate,No,Semiurban,N
5024,2619.0,345,360,0,Male,No,2,Graduate,Yes,Urban,N
5920,0.0,259,480,1,Male,Yes,2,Not Graduate,No,Urban,Y
7629,2177.0,184,360,1,Female,Yes,1,Graduate,No,Urban,Y
5628,0.0,88,360,1,Male,Yes,1,Graduate,No,Rural,Y
5043,3038.0,132,360,1,Female,Yes,2,Graduate,No,Rural,Y
5702,1240.0,155,240,1,Male,Yes,1,Graduate,No,Urban,Y
5647,3473.0,148,180,0,Male,Yes,0,Graduate,No,Urban,N
7369,0.0,185,360,1,Female,No,1,Not Graduate,Yes,Rural,Y
5166,4586.0,116,360,1,Male,No,2,Not Graduate,No,Semiurban,Y
5117,3552.0,105,120,0,Female,Yes,0,Graduate,Yes,Urban,Y
4411,3389.0,261,360,1,Female,Yes,2,Graduate,No,Urban,Y
7567,0.0,98,360,1,Male,No,3+,Graduate,Yes,Urban,Y
6345,2105.0,356,360,1,Female,Yes,2,Graduate,Yes,Urban,Y
9678,1224.0,178,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
9134,2215.0,202,360,1,Male,No,0,Not Graduate,No,Urban,Y
6599,3152.0,148,240,1,Male,Yes,1,Graduate,No,Semiurban,Y
5775,8734.0,203,360,1,Male,Yes,0,Not Graduate,Yes,Urban,Y
6022,2750.0,247,180,1,Female,Yes,0,Graduate,No,Semiurban,Y
4728,3278.0,193,180,1,Female,Yes,0,Graduate,No,Rural,Y
4427,0.0,113,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4208,1859.0,78,120,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
5588,1200.0,172,360,1,Male,No,2,Graduate,No,Rural,Y
2559,2848.0,153,360,1,Female,No,0,Graduate,Yes,Semiurban,Y
11229,0.0,182,360,1,Female,Yes,0,Graduate,No,Urban,Y
12727,6023.0,215,360,1,Female,Yes,1,Graduate,No,Urban,Y
4051,4786.0,119,360,1,Male,No,2,Graduate,No,Rural,Y
12634,0.0,76,360,0,Male,Yes,0,Graduate,No,Urban,Y
4070,0.0,157,360,1,Female,No,1,Not Graduate,No,Rural,Y
6036,0.0,145,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
7022,3730.0,111,180,1,Female,Yes,0,Graduate,No,Semiurban,Y
6247,4474.0,217,180,1,Female,No,1,Graduate,Yes,Rural,Y
4851,0.0,170,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4766,0.0,250,180,1,Male,Yes,0,Graduate,No,Rural,Y
8333,0.0,218,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
9804,2802.0,228,360,0,Female,Yes,2,Graduate,No,Rural,Y
3146,0.0,139,360,1,Female,Yes,2,Graduate,No,Urban,Y
6649,1846.0,91,180,1,Male,Yes,0,Graduate,Yes,Urban,Y
7654,4883.0,140,180,1,Female,Yes,0,Not Graduate,Yes,Semiurban,Y
6463,1510.0,254,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
3567,0.0,113,360,1,Female,Yes,1,Graduate,No,Rural,Y
7402,4055.0,186,360,1,Female,Yes,0,Graduate,No,Urban,Y
9218,1542.0,93,180,1,Male,Yes,0,Not Graduate,No,Rural,Y
4386,0.0,121,240,1,Female,Yes,2,Graduate,No,Semiurban,Y
4832,0.0,296,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
6510,4355.0,247,360,1,Male,Yes,2,Graduate,No,Rural,Y
5838,0.0,166,360,1,Male,Yes,2,Graduate,No,Rural,Y
4841,5208.0,149,480,1,Female,No,1,Graduate,No,Semiurban,Y
3825,0.0,174,240,0,Male,No,2,Graduate,No,Semiurban,N
4994,7975.0,127,480,1,Male,Yes,0,Not Graduate,No,Semiurban,Y
2827,0.0,156,360,1,Male,No,0,Graduate,No,Semiurban,Y
7711,0.0,179,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
4566,3679.0,161,240,0,Male,Yes,0,Graduate,No,Semiurban,Y
8234,2574.0,145,240,1,Female,Yes,0,Graduate,No,Rural,Y
5495,2231.0,149,360,1,Male,No,0,Not Graduate,No,Urban,Y
6355,3241.0,98,180,1,Male,Yes,1,Not Graduate,Yes,Urban,Y
3306,0.0,329,240,1,Female,Yes,0,Not Graduate,No,Semiurban,N
7953,0.0,186,240,1,Female,Yes,0,Graduate,No,Semiurban,Y
16190,1748.0,127,180,1,Female,Yes,0,Not Graduate,No,Urban,Y
5178,0.0,92,360,1,Female,No,2,Graduate,No,Urban,Y
6307,0.0,181,180,1,Male,Yes,2,Graduate,No,Urban,Y
6631,2674.0,208,360,0,Female,Yes,0,Graduate,No,Urban,N
3663,0.0,119,360,0,Female,No,1,Graduate,Yes,Urban,N
3992,0.0,158,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
7468,4018.0,244,360,1,Male,No,0,Graduate,No,Semiurban,Y
4387,0.0,297,360,1,Female,No,0,Graduate,No,Semiurban,N
5476,0.0,93,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
6361,1601.0,94,360,1,Male,Yes,3+,Graduate,No,Urban,Y
7581,1278.0,106,360,0,Male,Yes,1,Graduate,No,Rural,N
5593,0.0,232,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
5651,0.0,268,180,1,Male,No,1,Not Graduate,Yes,Urban,Y
14954,8258.0,231,360,1,Male,Yes,1,Graduate,No,Rural,Y
8807,0.0,128,180,1,Male,Yes,0,Graduate,Yes,Rural,Y
5233,0.0,254,360,1,Male,Yes,0,Not Graduate,No,Urban,Y
5677,0.0,119,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
12280,2529.0,186,360,0,Male,Yes,0,Graduate,No,Semiurban,N
7592,4702.0,132,180,0,Male,Yes,3+,Graduate,No,Urban,Y
9306,2188.0,141,360,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
5182,0.0,123,360,1,Male,Yes,0,Graduate,No,Urban,Y
4955,2428.0,180,180,1,Female,No,2,Graduate,No,Semiurban,Y
10907,1389.0,213,360,1,Female,No,0,Graduate,Yes,Semiurban,Y
5846,4140.0,164,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
5810,2544.0,135,360,1,Female,Yes,0,Graduate,Yes,Urban,Y
5053,1498.0,241,360,1,Male,No,0,Graduate,Yes,Urban,Y
9144,0.0,232,360,1,Female,No,1,Graduate,No,Urban,Y
6493,0.0,428,120,1,Female,Yes,1,Graduate,No,Semiurban,N
3908,0.0,141,360,1,Female,No,2,Not Graduate,No,Semiurban,Y
4841,1815.0,224,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
9996,4896.0,207,360,1,Male,Yes,1,Graduate,Yes,Urban,Y
6556,4413.0,206,360,1,Male,No,3+,Graduate,Yes,Urban,Y
9185,2053.0,132,120,1,Male,Yes,0,Graduate,Yes,Urban,Y
7054,2777.0,92,120,1,Female,No,1,Graduate,No,Semiurban,Y
4088,3687.0,152,180,1,Female,Yes,0,Graduate,Yes,Semiurban,Y
7374,4470.0,108,360,1,Male,No,0,Graduate,No,Urban,Y
5902,2195.0,127,240,1,Female,Yes,0,Graduate,No,Semiurban,Y
4892,0.0,166,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
5051,3165.0,158,360,0,Female,Yes,2,Graduate,No,Semiurban,N
9082,3369.0,180,360,0,Female,Yes,0,Graduate,No,Rural,N
6646,3156.0,102,360,0,Female,Yes,0,Not Graduate,No,Urban,Y
6455,2669.0,164,240,1,Female,No,0,Not Graduate,No,Semiurban,Y
11409,1209.0,264,120,0,Male,No,0,Graduate,Yes,Urban,Y
4592,0.0,150,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
5790,2985.0,190,360,0,Male,Yes,0,Graduate,No,Urban,Y
4734,2084.0,177,360,1,Female,No,0,Graduate,Yes,Urban,Y
7314,0.0,216,120,1,Male,No,0,Graduate,No,Semiurban,Y
6503,1769.0,187,360,1,Female,No,1,Graduate,No,Semiurban,Y
5222,0.0,111,360,1,Male,Yes,0,Graduate,No,Rural,Y
5472,0.0,105,360,1,Female,No,0,Graduate,Yes,Urban,Y
8688,5328.0,140,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
9666,0.0,275,240,1,Male,Yes,0,Graduate,No,Semiurban,Y
4833,2720.0,150,360,1,Female,No,2,Graduate,No,Semiurban,Y
16533,4990.0,171,360,1,Female,Yes,0,Graduate,No,Urban,Y
3630,4219.0,165,360,1,Male,No,0,Not Graduate,Yes,Rural,Y
4032,2597.0,66,360,1,Female,No,1,Graduate,Yes,Rural,Y
5379,0.0,177,360,1,Male,Yes,2,Graduate,No,Rural,Y
4502,6129.0,227,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4309,1187.0,169,480,1,Male,Yes,0,Not Graduate,Yes,Semiurban,Y
9561,2090.0,137,180,0,Male,Yes,0,Not Graduate,No,Rural,N
7425,3194.0,169,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
6231,0.0,106,180,1,Male,Yes,0,Not Graduate,Yes,Urban,Y
4901,1916.0,87,180,1,Male,No,1,Graduate,No,Rural,Y
4090,0.0,164,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
4025,0.0,202,360,1,Male,No,2,Graduate,No,Urban,Y
9540,0.0,201,240,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
9368,0.0,283,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
5427,4009.0,133,360,1,Male,Yes,2,Graduate,No,Urban,Y
3536,0.0,135,180,1,Female,No,0,Graduate,No,Urban,Y
7694,0.0,152,360,1,Male,No,1,Not Graduate,No,Urban,Y
5435,1359.0,279,180,1,Male,Yes,0,Graduate,Yes,Urban,Y
8850,1598.0,89,180,1,Female,Yes,0,Graduate,No,Urban,Y
4003,2276.0,244,180,1,Female,No,0,Graduate,No,Urban,Y
6211,0.0,153,360,0,Male,Yes,0,Graduate,No,Urban,N
3883,0.0,158,120,0,Female,No,2,Graduate,No,Rural,N
4547,1774.0,75,360,1,Male,Yes,1,Graduate,No,Rural,Y
4508,2868.0,171,180,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
5394,4533.0,105,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
9899,5744.0,205,360,1,Female,No,2,Graduate,Yes,Rural,Y
6341,0.0,252,360,1,Male,No,1,Not Graduate,No,Rural,Y
8223,0.0,226,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6185,6177.0,94,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
5115,0.0,136,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
2933,0.0,93,360,1,Male,No,0,Graduate,No,Urban,Y
4075,0.0,186,360,1,Male,Yes,1,Not Graduate,No,Semiurban,Y
6000,3764.0,168,360,1,Female,No,0,Graduate,No,Urban,Y
6419,3217.0,226,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
8863,0.0,170,360,1,Male,Yes,2,Graduate,No,Urban,Y
3266,6610.0,139,240,1,Male,Yes,0,Graduate,Yes,Semiurban,Y
13750,0.0,100,360,1,Male,No,0,Graduate,No,Rural,Y
2924,0.0,116,360,1,Female,Yes,1,Not Graduate,Yes,Semiurban,Y
5849,0.0,225,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
4773,0.0,99,360,0,Male,Yes,0,Graduate,No,Urban,N
4100,3339.0,156,360,1,Female,Yes,2,Graduate,Yes,Semiurban,Y
11085,0.0,149,360,1,Female,Yes,1,Not Graduate,Yes,Rural,Y
4844,3666.0,154,360,1,Male,Yes,1,Not Graduate,No,Rural,Y
3196,0.0,152,360,1,Female,No,2,Graduate,No,Rural,N
3703,5656.0,111,360,1,Male,No,1,Graduate,No,Semiurban,Y
9335,3341.0,217,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
3761,0.0,186,360,1,Male,No,0,Graduate,No,Rural,Y
3465,2949.0,141,360,1,Female,No,0,Not Graduate,No,Urban,Y
6468,2025.0,171,180,1,Female,No,1,Graduate,No,Rural,Y
5380,2649.0,150,360,1,Female,Yes,1,Graduate,No,Rural,Y
7201,7553.0,145,240,1,Male,No,1,Graduate,No,Urban,Y
5123,5619.0,241,240,1,Male,Yes,0,Graduate,No,Rural,Y
8011,1417.0,170,240,0,Female,No,2,Graduate,No,Rural,N
3588,2494.0,140,360,1,Female,No,1,Graduate,No,Rural,Y
3381,2622.0,120,360,1,Male,Yes,2,Graduate,Yes,Rural,Y
6709,0.0,151,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
5383,0.0,216,240,1,Female,Yes,0,Graduate,No,Semiurban,Y
5019,0.0,137,360,1,Male,Yes,0,Graduate,No,Rural,Y
7692,1854.0,195,360,1,Male,Yes,0,Graduate,Yes,Rural,Y
14692,1456.0,145,360,0,Female,Yes,0,Not Graduate,No,Rural,N
3406,0.0,164,360,0,Female,No,0,Not Graduate,Yes,Urban,N
10061,1808.0,246,180,0,Male,No,1,Graduate,No,Rural,N
7832,0.0,117,360,1,Male,Yes,0,Graduate,No,Urban,Y
4936,2369.0,188,360,0,Female,Yes,0,Not Graduate,No,Semiurban,N
11465,2539.0,191,360,1,Male,No,0,Graduate,Yes,Urban,Y
3710,1359.0,92,360,1,Female,No,0,Not Graduate,No,Semiurban,Y
7096,1641.0,100,360,0,Male,Yes,0,Not Graduate,No,Urban,Y
5560,2520.0,64,360,1,Male,Yes,1,Graduate,No,Semiurban,Y
4936,0.0,132,180,1,Female,Yes,1,Not Graduate,No,Semiurban,Y
3882,0.0,215,180,1,Male,No,0,Graduate,No,Urban,Y
17533,1918.0,91,360,1,Male,Yes,2,Graduate,Yes,Urban,Y
4921,2583.0,153,240,0,Female,Yes,0,Graduate,No,Urban,N
2655,1237.0,216,360,1,Male,Yes,0,Graduate,No,Urban,Y
8384,1936.0,205,360,1,Male,No,0,Graduate,No,Semiurban,Y
6840,1458.0,100,360,1,Female,Yes,1,Graduate,Yes,Urban,Y
5354,0.0,178,360,1,Female,Yes,2,Graduate,No,Semiurban,Y
5158,0.0,172,360,1,Female,Yes,2,Graduate,No,Urban,Y
5804,3903.0,159,360,1,Male,No,0,Graduate,No,Rural,Y
8414,0.0,111,360,1,Male,Yes,2,Graduate,Yes,Rural,Y
6880,0.0,195,360,0,Female,Yes,2,Not Graduate,No,Semiurban,N
7354,2143.0,177,360,0,Male,Yes,2,Graduate,No,Rural,N
7352,3668.0,225,360,1,Female,No,1,Graduate,No,Semiurban,Y
8581,2661.0,210,360,1,Male,Yes,2,Graduate,No,Semiurban,Y
9675,0.0,161,360,1,Male,Yes,1,Graduate,No,Urban,Y
4582,2440.0,126,120,1,Male,No,3+,Graduate,Yes,Rural,Y
6464,3566.0,128,180,1,Male,Yes,1,Graduate,No,Rural,Y
9472,0.0,223,360,1,Male,No,0,Graduate,No,Semiurban,Y
4569,1623.0,116,360,1,Female,No,0,Not Graduate,No,Urban,Y
10434,0.0,128,360,1,Male,Yes,0,Graduate,No,Rural,Y
4554,1914.0,125,180,1,Female,Yes,1,Not Graduate,No,Rural,Y
6986,2879.0,142,360,0,Male,Yes,0,Graduate,No,Semiurban,N
5390,0.0,143,360,1,Male,No,0,Graduate,No,Urban,Y
5054,4032.0,172,180,1,Female,No,0,Not Graduate,No,Rural,Y
7200,4687.0,148,360,1,Male,Yes,0,Graduate,Yes,Urban,Y
9711,6171.0,151,360,0,Female,No,0,Graduate,No,Rural,N
5340,2664.0,229,180,1,Female,Yes,1,Graduate,No,Rural,Y
10103,3416.0,155,180,1,Male,Yes,0,Not Graduate,No,Urban,Y
4493,0.0,131,360,1,Male,Yes,0,Graduate,No,Urban,Y
9775,1850.0,238,240,1,Male,Yes,0,Graduate,No,Rural,Y
6264,0.0,122,360,1,Female,Yes,1,Graduate,No,Urban,Y
6809,0.0,157,360,1,Female,Yes,0,Not Graduate,No,Semiurban,Y
3842,1689.0,93,360,1,Female,Yes,1,Graduate,No,Semiurban,Y
4974,2996.0,169,360,1,Female,No,0,Graduate,No,Semiurban,Y
5931,1631.0,211,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
9232,0.0,131,360,1,Male,Yes,2,Not Graduate,No,Urban,Y
5511,0.0,155,240,1,Male,No,1,Graduate,No,Urban,Y
4364,0.0,281,360,1,Female,No,3+,Not Graduate,No,Urban,Y
6580,4519.0,165,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
12995,0.0,208,360,0,Male,Yes,0,Graduate,No,Semiurban,Y
6878,3166.0,418,360,1,Female,Yes,0,Not Graduate,No,Urban,Y
5486,2252.0,349,360,1,Male,No,2,Graduate,No,Urban,Y
6603,0.0,161,360,1,Male,No,1,Graduate,No,Urban,Y
4257,0.0,143,360,1,Male,No,0,Graduate,No,Semiurban,Y
10725,2604.0,74,360,0,Female,Yes,0,Graduate,No,Urban,Y
10641,1625.0,149,180,1,Male,Yes,1,Graduate,No,Urban,Y
4197,0.0,176,240,1,Female,Yes,1,Graduate,No,Semiurban,Y
10520,0.0,244,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6631,0.0,184,360,0,Female,No,1,Not Graduate,No,Semiurban,N
7900,1767.0,171,360,1,Male,Yes,0,Not Graduate,No,Rural,Y
5981,4250.0,118,360,1,Male,Yes,0,Graduate,No,Semiurban,Y
6163,1442.0,165,360,1,Male,No,2,Graduate,No,Urban,Y
4701,3169.0,137,180,0,Female,No,0,Graduate,No,Urban,Y
4220,2906.0,108,360,1,Male,No,0,Not Graduate,No,Semiurban,Y
4142,0.0,119,240,0,Female,No,0,Graduate,Yes,Semiurban,N
9354,0.0,217,360,1,Female,Yes,0,Graduate,No,Semiurban,Y
6451,1551.0,255,360,1,Male,Yes,3+,Not Graduate,No,Urban,Y
4287,2684.0,174,120,1,Male,No,1,Not Graduate,No,Urban,Y
6238,1621.0,138,360,1,Male,No,3+,Graduate,Yes,Rural,Y
3246,7023.0,169,180,0,Male,Yes,2,Graduate,No,Semiurban,Y
4257,3697.0,128,360,1,Female,Yes,3+,Graduate,No,Urban,Y
